"household.id","sex.ref.person","income.class","region","race.ref.person","family.type","income.rank","population.size","home.type","food","housing","apparel","transportation","healthcare","entertainment","education"
2258895,"female","$70K+","Northeast","white","H/W, own children only, oldest child 6-17 years old",0.9531,"4 million+","single family detached",4048,8743,1332,10384,1857,571,0
2259004,"male","$50K-$69,999","West","white","single person",0.5843,"1.2-4 million","apartment or flat",1695,2514,855,1127,729.2,840,0
2259155,"female","$20K-$29,999","South","white","single person",0.3142,"1.2-4 million","high-rise",754,2090,0,75,415.2,38,0
2259374,"female","$5K-$9,999","Midwest","white","H/W, own children only, oldest child 6-17 years old",NA,"1.2-4 million","single family detached",3890,5404,150,950,0,230,0
2259375,"female","$30K-$39,999","Midwest","white","H/W, own children only, oldest child 6-17 years old",NA,"1.2-4 million","single family detached",2106,5197.75,120,1436,0,379,162
2259625,"male","$30K-$39,999","West","white","H/W, own children only, oldest child over 17 years old",0.2161,"1.2-4 million","apartment or flat",1569,2685,0,0,1489.2,0,0
2259884,"female","$20K-$29,999","South","asian","H/W, own children only, oldest child over 17 years old",NA,"1.2-4 million","single family detached",2080,4639,0,827,160,591,0
2259885,"female","$50K-$69,999","South","asian","H/W, own children only, oldest child over 17 years old",0.5993,"1.2-4 million","single family detached",2730,4152,0,930,302,315,0
2260025,"male","<$5K","Midwest","white","single person",0.018,"4 million+","single family detached",650,2535,0,240,0,150,0
2260055,"female","$70K+","South","white","H/W, own children only, oldest child under 6 years old",0.7312,"4 million+","single family detached",2655,10690,120,1561,5228,297,0
2260175,"female","$70K+","Midwest","white","Husband and wife only",0.5936,"less than 125 thousand","single family detached",1635,2260,278,472,2208,542,0
2260354,"male","$10K-$14,999","Northeast","white","Husband and wife only",0.1132,"4 million+","apartment or flat",780,916,54,506,713.2,167,0
2260405,"female","$50K-$69,999","South","white","H/W, own children only, oldest child over 17 years old",NA,"125-329 thousand","single family detached",1625,3335,0,1839,0,0,0
2260535,"male","$40K-$49,999","South","white","single person",0.4932,"125-329 thousand","single family detached",1755,1524.5,75,695,1325.2,261,0
2260705,"male","$30K-$39,999","South","white","H/W, own children only, oldest child 6-17 years old",0.4079,"1.2-4 million","single family detached",1595,3523,0,4607,1044,279,0
2260715,"female","$30K-$39,999","South","white","single person",0.3998,".33-1.19 million","single family detached",1105,1128,108,179,289.2,368,0
2260884,"female","$15K-$19,999","South","white","single person",0.1995,".33-1.19 million","row or townhouse inner unit",1235,3168,1233,585,838,1004,0
2260955,"female","<$5K","Midwest","white","single person",0.006,"4 million+","row or townhouse inner unit",2225,8453,339,938,1352,2040,0
2261075,"female","$10K-$14,999","West","white","single person",NA,"125-329 thousand","mobile home or trailer",546,1882,66,204,628.2,581,0
2261244,"male","$70K+","South","white","Husband and wife only",0.7305,"125-329 thousand","single family detached",1625,2330.5,0,15175,1369.4,385,2250
2261245,"male","$50K-$69,999","South","white","Husband and wife only",NA,"125-329 thousand","single family detached",1365,2353.5,50,1382,2236.4,342,1800
2261484,"male","$20K-$29,999","Midwest","black","single person",0.2506,"1.2-4 million","apartment or flat",871,2546,259,673,0,630,0
2261595,"female","$70K+","Northeast","white","H/W, own children only, oldest child 6-17 years old",NA,"4 million+","row or townhouse inner unit",3345,7205,220,1428,0,518,0
2261804,"male","$10K-$14,999","Northeast","white","single person",0.1403,"1.2-4 million","duplex",390,1828,0,845,0,114,0
2261825,"female","$40K-$49,999","South","black","H/W, own children only, oldest child over 17 years old",0.3909,"1.2-4 million","single family detached",1820,2632,0,1080,289.2,336,0
2262114,"female","$70K+","South","asian","single person",0.8398,".33-1.19 million","single family detached",1578,2688,384,2798,424,940,0
2262185,"female","$5K-$9,999","Midwest","asian","single person",0.0652,"1.2-4 million","high-rise",650,630,0,15,0,0,0
2262325,"male","$70K+","South","black","H/W, own children only, oldest child 6-17 years old",0.995,"4 million+","single family detached",2419,13839,299,2069,477,2359,0
2262574,"female","$15K-$19,999","South","black","other household",0.1711,"1.2-4 million","apartment or flat",1430,2280,212,1230,0,90,0
2262685,"male","$10K-$14,999","Northeast","white","single person",0.0438,"4 million+","single family detached",702,2556,9,150,671.2,760,0
2262764,"female","$20K-$29,999","South","white","other household",NA,".33-1.19 million","mobile home or trailer",3244,2338,0,30075,655.2,100,0
2263035,"male","$20K-$29,999","West","white","single person",0.2369,"4 million+","single family detached",2535,3580,0,1320,0,0,0
2263105,"female","$15K-$19,999","Midwest","white","one parent, female, at least one child under 18 years old",0.2216,"4 million+","single family detached",2015,2188,110,5000,0,3,0
2263325,"male","$20K-$29,999","South","white","other household",0.3084,"125-329 thousand","single family detached",2275,2973,0,1444,0,189,0
2263535,"male","$50K-$69,999","West","asian","single person",0.5679,"1.2-4 million","apartment or flat",2130,3055,100,2137,0,380,0
2263665,"male","$40K-$49,999","South","white","single person",0.4788,"4 million+","single family detached",2080,1727,150,3384,0,174,0
2263774,"male","$50K-$69,999","South","white","Other H/W household",0.6782,"4 million+","row or townhouse inner unit",1105,4497,194,1280,0,905,0
2264084,"female","$10K-$14,999","South","white","single person",0.1314,"125-329 thousand","single family detached",650,1100.25,64,341,367.2,182,0
2264085,"female","$10K-$14,999","South","white","single person",0.1482,"125-329 thousand","single family detached",780,879.75,35,125,582.2,84,0
2264285,"female","$50K-$69,999","South","white","one parent, female, at least one child under 18 years old",0.5832,".33-1.19 million","single family detached",1430,1709,0,873,670,475,0
2264444,"male","$40K-$49,999","Northeast","native american","other household",0.4666,"4 million+","single family detached",1300,2844,230,1270,370,126,0
2264545,"female","$15K-$19,999","Midwest","white","single person",0.1799,"1.2-4 million","single family detached",780,1810,32,463,600,115,0
2264654,"female","$5K-$9,999","West","white","other household",0.0699,"1.2-4 million","apartment or flat",754,2826,0,430,0,30,0
2264924,"male","$70K+","West","white","Husband and wife only",NA,"1.2-4 million","single family detached",974,2280,0,798,9792.2,0,0
2265005,"female","$50K-$69,999","South","black","other household",0.6655,"4 million+","row or townhouse inner unit",910,5177.75,0,2166,1416.2,150,0
2265084,"female","$70K+","South","white","H/W, own children only, oldest child over 17 years old",0.743,".33-1.19 million","single family detached",1760,3394.5,961,851,1384,319,0
2265315,"male","$70K+","South","white","Husband and wife only",0.8569,"1.2-4 million","row or townhouse inner unit",2070,6850,437,1557,12,368,0
2265345,"male","$70K+","Midwest","white","Husband and wife only",0.6781,"4 million+","single family detached",7723,7940.25,1250,20393,289.2,1552,0
2265644,"male","$70K+","South","white","Husband and wife only",0.7968,"less than 125 thousand","single family detached",2535,1667,1289,937,3615,387,0
2265795,"male","$70K+","South","white","H/W, own children only, oldest child 6-17 years old",0.8621,".33-1.19 million","single family detached",3315,4233,587,1341,1200,761,20
2265945,"female","$40K-$49,999","South","white","other household",NA,"4 million+","single family detached",1148,1878,0,120,0,270,0
2265994,"female","$50K-$69,999","South","white","single person",0.6839,"4 million+","single family detached",65,9997,1135,645,0,259,0
2266305,"female","$10K-$14,999",NA,"white","single person",0.0815,NA,"mobile home or trailer",882,2100,0,0,0,0,0
2266324,"male","$50K-$69,999","South","white","single person",0.5691,"4 million+","garden",832,4521,38,1868,286,467,0
2266554,"female","$15K-$19,999","South","black","other household",0.1698,"less than 125 thousand","single family detached",3774,1949.75,99,578,0,228,0
2266804,"female","$15K-$19,999","Midwest","black","Other H/W household",NA,"4 million+","single family detached",650,1120,6,386,260,85,0
2266825,"female","$50K-$69,999","West","white","other household",0.6519,"1.2-4 million","single family detached",1720,5235.25,180,1823,449,749,0
2267005,"male","$70K+","South","white","Other H/W household",NA,"1.2-4 million","single family detached",2795,5016.5,0,1666,289.2,0,0
2267165,"male","$70K+","South","white","H/W, own children only, oldest child over 17 years old",NA,"1.2-4 million","single family detached",1560,1898,165,1284,2125,1289,0
2267205,"female","$50K-$69,999","Midwest","white","one parent, female, at least one child under 18 years old",0.6543,"125-329 thousand","single family detached",1105,4202,640,23920,734,250,0
2267484,"male","$70K+","Northeast","white","H/W, own children only, oldest child 6-17 years old",0.9007,"4 million+","single family detached",1950,4763,535,1607,800,452,0
2267615,"male","$70K+","South","white","Husband and wife only",NA,"less than 125 thousand","single family detached",1699,10120,485,2195,242,364,0
2267675,"male","$15K-$19,999","Midwest","white","single person",0.232,"125-329 thousand","single family detached",1170,3399,116,766,409.2,200,0
2267915,"male","$10K-$14,999","South","black","single person",0.1258,"125-329 thousand","duplex",260,2608,0,0,0,180,0
2267995,"female","$70K+","South","white","H/W, own children only, oldest child 6-17 years old",0.8747,"1.2-4 million","single family detached",3050,3256,103,3265,360,186,0
2268114,"female","$40K-$49,999","South","white","other household",0.4565,"125-329 thousand","single family detached",1690,1124,221,1109,302,360,0
2268244,"male","$20K-$29,999","South","white","Husband and wife only",0.3532,"125-329 thousand","single family detached",650,1608,0,30,596.4,81,0
2268345,"male","$50K-$69,999","West","white","H/W, own children only, oldest child under 6 years old",0.6044,"125-329 thousand","single family detached",780,3364,100,1055,285,195,0
2268374,"female","$70K+","Midwest","white","H/W, own children only, oldest child 6-17 years old",0.9536,"1.2-4 million","single family detached",3055,6798,909,4568,1064,1758,0
2268645,"female","$15K-$19,999","South","white","single person",0.1797,".33-1.19 million","mobile home or trailer",1300,2437,357,969,0,73,0
2268745,"female","$70K+","Midwest","white","H/W, own children only, oldest child under 6 years old",0.8842,"less than 125 thousand","single family detached",1430,3013,47,1666,585,247,0
2268845,"female","$50K-$69,999","Midwest","white","other household",0.5748,"1.2-4 million","single family detached",1495,2994,5,2911,0,134,0
2268975,"female","$50K-$69,999","South","white","Husband and wife only",0.5404,".33-1.19 million","single family detached",1274,3344,160,881,72,659,0
2269175,"female","$15K-$19,999","West","white","other household",0.2239,"4 million+","mobile home or trailer",1430,4595,130,475,509.2,242,0
2269204,"female","$50K-$69,999","Northeast","white","Husband and wife only",0.6646,"125-329 thousand","apartment or flat",2830,2009,60,1546,86,595,5300
2269385,"male","$70K+","Midwest","white","Husband and wife only",0.6913,"1.2-4 million","single family detached",1240,2263,0,535,1274.4,284,0
2269574,"male","$70K+","West","white","Husband and wife only",0.953,"4 million+","single family detached",1231,6393,1233,1026,0,1190,0
2269885,"male","$70K+","West","white","single person",NA,"4 million+","garden",1950,2929.75,200,16980,0,347,0
2269895,"female","$5K-$9,999","Midwest","white","single person",0.0494,"125-329 thousand","apartment or flat",819,1104,60,0,0,134,0
2270024,"male","$30K-$39,999","South","white","H/W, own children only, oldest child 6-17 years old",0.4112,".33-1.19 million","single family detached",924,2384.5,529,1142,544,1175,75
2270155,"male","$40K-$49,999","Midwest","white","single person",NA,"125-329 thousand","single family detached",780,2419,147,527,590,434,0
2270204,"male","$40K-$49,999","South","white","single person",NA,"1.2-4 million","single family detached",1040,4194,0,300,0,0,0
2270505,"female","$20K-$29,999","West","white","other household",0.362,"125-329 thousand","single family detached",858,1439.25,97,290,429.2,286,0
2270734,"female","$30K-$39,999","West","white","Other H/W household",0.3809,"125-329 thousand","single family detached",975,2108,0,1430,300,5,0
2270835,"male","$70K+","South","white","H/W, own children only, oldest child under 6 years old",0.8685,"4 million+","single family detached",2568,7430,168,1907,925,344,0
2270915,"male","$70K+","Midwest","white","Husband and wife only",0.8209,"125-329 thousand","single family detached",950,6707,315,1397,835,679,0
2271144,"female","$70K+","Midwest","white","Husband and wife only",NA,"less than 125 thousand","single family detached",1300,2073,316,0,1000,0,0
